textDisplay|classification_textblob
['celestir', 'ayudado', 'superar', 'trastorno', 'ansiedadbrbrjugué', 'celestir', 'punto', 'bajo', 'momento', 'indicado', 'luego', 'jugar él', 'terminé', 'punto', 'increíblemente', 'bajo', 'sentir', 'perdido', 'perdido', 'gana', 'vivir', 'siempre', 'pensar', 'suicidiobrbrpu', 'volví', 'jugar', 'celestir', 'capitulo', 'preferido', '6', 'plático', 'comienzo', 'ayudo', 'dar yo', 'cuenta', 'aceptar', 'ansiedad', 'celeste', 'convertir', 'motivación', 'seguir', 'vivir', 'incluso', 'servir', 'técnica', 'pluma', 'ataque', 'pánicobrbrcelestar', 'juego', 'simplemente', 'hermoso', 'ganar', 'gran', 'cariño', 'partir', 'literalmente', 'juego', 'poder', 'haber', 'seguir', 'adelante']|1
['ratir', 'escuchar', 'este', 'juego', 'neto', 'ahora', 'ir', 'probar', 'dar', 'miedo', 'si', 'vídeo', 'poner', 'chillar', 'entonces', 'juego', 'ir', 'poner', 'peor', 'jajabrbrmaravilloso', 'video', 'magnífico', 'información', 'acerca', 'tema', 'enfocar', 'da', 'forma', 'tanto', 'simplificado', 'explicar él', 'tal', 'modo', 'poder', 'entender', 'concepto', 'psicología', 'sumamente', 'complejo', 'vídeo', 'perfecto', 'enseñar él', 'escéptico', 'psicología', 'grande']|1
['ayudo', 'superación', 'llegas', 'frés', 'dorado', 'mundo', '9', 'fresa', 'ahí', 'solo', 'hacer', 'sufrir', 'gente', 'hundir él', 'quedar', 'esperanza']|1
['gran', 'vídeo']|1
['juego', 'partiditar', 'fifa', 'funcionar', 'mejor', 'creer']|1
['espectacular', 'mucho', 'gracia']|1
['quotno', 'llor', 'llor', 'lloresquot']|1
['celeste', 'costar', 'trabajo', 'terminar él', 'dar', 'muchísimo', 'frustración', 'cada', 'nivel', 'mismo', 'tiempo', 'pasar', 'sentir', 'feliz', 'capaz', 'lograr él', 'igual', 'madeleine', 'llegar', 'cima', 'montaña', 'experiencia', 'único']|1
['así', 'naranjar', 'mecanico', 'usar', 'carrera', 'psicologío', 'estudiar', 'tipo', 'acondicionamiento', 'deber', 'jugar', 'celestir', 'ver', 'tema', 'ansiedad', 'hellbladir', 'senua39s', 'sacrificar', 'acuerdo', 'tema', 'tocar', 'xd']|1
['justo', 'ayer', 'terminé', 'duda', 'juegazo', 'final', 'dejar', 'vacío', 'profundo', 'mucho', 'cosa', 'reflexionar']|1
['celestir', 'único', 'gracias', 'aumentar', 'perspectiva', 'joya', 'psi']|1
['celeste', 'llegar', 'vida', 'momento', 'día', 'sentir', 'morir', 'enfermedad', 'físico', 'mentalbrpoco', '2', 'año', 'sumido', 'depresión', 'ansiedadbrjugar', 'celeste', 'temporada', 'descanso', 'forzado', 'poder', 'hacer', 'nadabrme', 'ayudo', 'simplemente', 'sentir', 'capaz', 'hacer', 'cosa', 'salir', 'adelante']|1
['impresiono', 'juego', 'atrapo', 'video', 'mismo', 'diagnostico', 'chico']|1
['ser', '30', 'entender', 'dar', 'tanto', 'vuelta', 'quotansiedadquot', 'cosa', 'adolescente', 'tanto', 'mencionado', 'perder', 'enfoque', 'cualquiera', 'sentimiento', 'negativo', 'confundir', 'él']|1
['celestir', 'juegos', 'favorito', 'frustré', 'muchísimo', 'tratar', 'pasar él', 'difícil', 'justamente', 'punto', 'seguir', 'intentándolo', 'eventualmente', 'lograr', 'tanto', 'hermoso', 'manera', 'abordo', 'tema', 'ansiedad', 'tanto', 'gratificante', 'ver', 'alto', 'tanto', 'lejos', 'llegado', 'llorar', 'logré', 'subir', 'montaña', 'juego', 'realidad']|1
['verdad', 'llego', 'video', 'bro', 'abrazo', 'enorme']|1
['1010']|1
['hermoso', 'brother', 'sacaste', 'lágrima']|1
['siempre', 'querer', 'empezar', 'canal', 'youtubepodcasttiktok', 'intención', 'hablar', 'celestir', 'alguno', 'punto', 'nunca', 'animé', 'creer', 'dicho', 'hacer', 'falta', 'decir', 'este', 'video', 'favorito', 'youtubar', 'siempre', 'gracias', 'increíble', 'trabajo']|1
['gracias']|1
['siempre', 'esperar', 'video', 'hablar', 'mas', 'fondo', 'videojuego', 'favorito', 'parecer', 'creer', 'necesitar', 'momento', 'invadir', 'malo', 'pensamiento', 'además', 'nunca', 'visto', 'análisis', 'tanto', 'bueno', 'parecer', 'realmente', 'perfecto', 'creer', 'video', 'favorito', 'visto', 'tema', 'mucho', 'gracia', 'hacer', 'video', 'agradecer', 'haz', 'diferenciar']|1
['pensar', 'sueño', 'hablar', 'varón', 'ex', 'amigo', 'ex', 'pareja', 'realidad', 'decidir', 'llamar', 'mamá']|1
['gracias', 'amigo', 'nuevo', 'youtuber', 'favorito', 'video', 'parecer', 'gran', 'teatro', 'verdad', 'muuuy', 'buen', 'tranquilizar']|1
['maravilloso', 'gracias', 'análisis', 'lt3', 'solo']|1
['encantar', 'video', 'adriar', 'siempre', 'recordar', 'conocí', 'celestar', 'ver', 'primero', 'video', 'canal', 'mencionabos', 'parte', 'si', 'posar', 'pensar', 'si', 'futuro', 'hablaría', 'juego', 'especifico', 'video', 'junto', 'trasfondo', 'detrásbrbrexcelent', 'video', 'psicología', 'videojuego', 'gran', 'combinación']|1
['siempre', 'encantar', 'video', 'hacer', 'reflexionar', 'vez', 'enseñar', 'cosa', 'sabio', 'tenia', 'si', 'parecer', 'bien', 'recomendare', 'tema', 'proximo', 'video', 'quotpsicologia', 'detroit', 'become', 'human', 'hacer', 'vivosquot']|1
['entrar', 'top', '10', 'mejor', 'videojuego', 'jugado', 'todo', 'vida']|0
['hiciste', 'dar', 'gana', 'probar', 'juego']|1
['bonito', 'juego', 'crasheó', 'cinemático', 'final', 'cagar', 'todo', 'felicidad', 'terminar él', 'xd']|1
['genial', 'brbrotro', 'tema', 'encantar', 'ver', 'video', 'spirit', 'farer', 'solo', 'jugar', 'cuánta', 'hora', 'ver', 'serio', 'gusto', 'completo', 'brbrperdón', 'español']|1
['dirio', 'celestir', 'hacer', 'mejor', 'trabajo', 'darksouls', 'buen', 'analisis', 'd']|1
['minuto', 'hrefhttpswwwyoutubecomwatchvelyujajtiesampt13m53s1353ar']|1
['graciasbrllevo', 'esperar', 'video', 'abriste', 'canal', 'd']|1
['gustar', 'contenido', 'nunca', 'gustado', 'voz', 'locución', 'plano', 'monótono', 'aburrido', 'después', 'rato']|1
['hablara', 'genshin', 'impact', 'juego', 'supero', 'inspiración', 'zelda', 'btw']|1
['saber', 'si', 'alguno', 'día', 'animar', 'jugar', 'título', 'si', 'seguro', 'llorer', 'vídeo']|1
['hoy', 'psicóloga', 'hacer', 'día', 'perder', 'amigoplr', 'culpa', 'poder', 'trabajar', 'ataque', 'ansiedad', 'depresiónpues', 'ahora', 'necesitar', 'medicina', 'hacer', 'querer', 'mejorar', 'siento', 'igual', 'peor', 'casa', 'vez', 'vídeo', 'ayudar']|1
['creer', 'llegaste', 'tarde', 'ps1', 'hablar', 'ste', 'juego', 'xd']|1
['vídeo', 'parecer', 'sumamente', 'reconfortant', 'escuchado', 'tras', 'título', 'personal', 'ayudado', 'formar', 'idea', 'alguno', 'momento', 'lograrar', 'oportunidad', 'ayudar', 'salir', 'momento', 'oscuro', 'acarrea', 'ayudo', 'disfruto', 'vídeo']|1
['si', 'alguien', 'alguno', 'vez', 'preguntar', 'quotcar', 'tanto', 'persistente', 'eresquot', 'solo', 'mostrar él', 'contador', 'muerte', 'celeste']|1
['terminar', 'juego', 'genial', 'esperar', 'llegar', 'gustar', 'historia', 'buen', 'viaje', 'subir', 'montaña', 'terminar', 'juego']|1
['gracias', 'adrián', 'vídeo', 'conocer', 'título', 'gusto', 'análisis', 'frustrante', 'cargar', 'ansiedad', 'ver', 'avance', 'pesar', 'así']|1
['mentira', 'juego', 'generar', 'ansiedad', 'terminar', 'quito']|1
['juego', 'indies', 'favorito']|1
['esperado', 'vídeo', 'tiempo', '39']|1
['personalmente', 'ayudar', 'lugar', 'inicio', 'poder', 'refugiar', 'dar', 'miedo', 'enfrentar', 'problema', 'conforme', 'ir', 'avanzar', 'historia', 'armar', 'valor', 'asumirlo', 'theo', 'amigo', 'siempre', 'ahí', 'apoyarte', 'tanto', 'personal', 'parte', 'pluma', 'vida', 'real', 'ayuda', 'debo', 'juego', 'gran', 'cariño']|1
['querer', 'jugar', 'juego', 'necesitar', 'alguien', 'amable', 'poder', 'ayudar', 'conseguir él']|1
['creer', 'quotel', 'juego', 'ayudar', 'superar', 'ansiedadquot', 'plataformeo', 'difícil', 'escenario', 'mayoría', 'persona', 'ansiedad', 'solo', 'provocar', 'sensación', 'desesperación', 'frustración', 'incomodo', 'peor', 'si', 'trastorno', 'ansiedad', 'remarcado', 'toc', 'ejemplobrde', 'hecho', 'contrario', 'ejercicio', 'técnico', 'usar', 'ansiedad', 'mayoría', 'centrar', 'mas', 'relajación', 'resolver', 'problema', 'complicado', 'avanzar', 'exponer', 'hablar', 'directamente', 'aquel', 'causar', 'ansiedad', 'nunca', 'poner', 'realizar', 'poder', 'provocar', 'desesperación', 'frustración', 'brsi', 'bien', 'cierto', 'autoreflexion', 'historio', 'juego', 'poder', 'ayudar', 'hario', 'terapeuta', 'demasiado', 'superficial', 'generalizado', 'obvio', 'diseñado', 'reemplazar', 'programa', 'diseñado', 'psicólogobrar', 'conclusión', 'buen', 'juego', 'intentar', 'hablarte', 'tema', 'ansiedad', 'consecuencia', 'soler', 'tratarla', 'decir', 'ayudar', 'superar', 'ansiedad', 'bastante', 'arriesgado', 'incluso', 'peligroso']|1
['importar', 'poder', 'hacer', 'haga', 'siempre', 'padre', 'decir', 'perfecto', 'ninguno', 'problema', 'lastimo', 'cada', 'vez', 'pedir', 'aceptar', 'error', 'así', 'solo', 'quedar', 'ansiedad', 'aumente', 'mentar', 'decir', 'único', 'culpable', 'único', 'lastimar', 'terapia', 'ir', 'arreglar', 'menos', 'tres', 'vayar', 'mismo', 'tiempo', 'poder', 'así', 'dejar', 'ninguno', 'solución', 'antidepresivo', 'ir', 'solucionar', 'solo', 'quedar', 'seguir', 'grabar', 'escuchar', 'mamá', 'preguntarme', 'día', 'cuándo', 'ir', 'hacer', 'útil', 'siempre', 'buen', 'video', 'excelente', 'mensaje']|1
['buen', 'video', 'recomiedo', 'placer', 'juego', 'obligacion', 'to', 'the', 'moon', 'secuelo']|1
['precioso', 'ayudastir', 'entender', 'cosa', 'pasar', 'dar', 'gana', 'probrar él', 'tambien']|1
['celestir', 'carta', 'amor', 'gaming', 'oportunidad', 'jugar él', 'hacer', 'mes', 'parecer', 'juego', 'precioso']|1
['canal', 'saber', 'entrar', 'video', 'ir', 'tremendo', 'segui', 'asi']|1
['gran', 'video', 'adriar', 'interesante', 'celestir', 'tratar', 'ansiedad', 'mensaje', 'dar', 'final', 'juego']|1
['gracias', 'video', 'increíble', 'video', 'jugo', 'profundo', 'aguar', 'ojo', 'ojalá', 'vean', 'mucho', 'vez']|1
['madeline', 'ícono', 'trans']|1
['excelente', 'video', 'ahora', 'descargo', 'juego', 'quizas', 'sabio', 'necesitar', 'excelente', 'narracion', 'despertar', 'curiosidad']|1
['jugue', 'celestar', 'momento', 'aun', 'asi', 'tomar', 'contar', 'parte', 'aceptar', 'parte', 'ahora', 'mio', 'saber', 'llevar', 'parte', 'vida', 'ayudo', 'ver', 'video', 'celestir', 'aparte', 'volver', 'jugar él', 'principio', 'gracias', 'c']|1
['sufro', 'ansiedad', 'padecimiento', 'enfermedad', 'crónico', 'perdido', 'ser', 'querido', 'mucho', 'gracia', 'compartir', 'ayudar', 'bastante', 'lágrimo', 'saco', 'fuerte', 'abrazo', 'caluroso', 'saludo']|1
['ver', 'video', 'dado', 'gana', 'volver', 'subir', 'montaña', 'verdad', 'recordar', 'jugar', 'juego', 'frustración', 'enojo', 'impotencia', 'poder', 'pasar', 'cierto', 'parte', 'luego', 'encontrar', 'manera', 'poder', 'lograr él', 'siempre', 'sentir', 'gran', 'satisfacción', 'si', 'ahí', 'junto', 'madelaine', 'mismo', 'recorrido', 'llegar', 'cimo', 'debo', 'decir', 'hacer', 'soltar', 'lagrimitabrbrde', 'verdad', 'agradable', 'aventura', 'recomeir', 'grandioso', 'juego', 'pues', 'mejor', 'juego', 'tratar', 'tema', 'ansiedad', 'bajo', 'autoestima', 'llega', 'sentirte', 'identificado', 'llegar', 'punto', 'sient', 'tal', 'deber', 'llegar', 'cima', 'solo', 'terminar', 'juego', 'si', 'personalbrbrar', 'fin', 'amar', 'juego', 'así', 'gracias', 'dedicar él', 'video', 'gran', 'saludo']|1
['acabar', 'pasar', 'juego', 'recién', 'subi', 'video', 'hablar', 'buen', 'timing']|1
['necesitar', 'análisis', 'celeste', 'juego', 'bastante', 'maltratado', 'comunidad', 'español', 'buen', 'video']|1
['contrario', 'traer', 'mucho', 'ansiedad', 'juego', 'difícil', 'logre', 'terminar él', '100', 'creer', 'terminé', 'odiar', 'jajaja']|1
['miedo', 'decepcionar', 'quiero', 'conocer', 'conzco', 'persona', 'admiré', 'pasado', 'causo', 'estrago', 'mental', 'pasado', 'ppsible', 'evitar', 'pensar', 'ciculo', 'social', 'cercano', 'alejario', 'tratar', 'distinto', 'haciar', 'si', 'moatrar', 'pensar', 'constantemente', 'si', 'estorbar', 'solo', 'querio', 'llamar', 'atención', 'aisle', 'amistad', 'buen', 'rato', 'pesar', 'increible', 'poder', 'seguir', 'aceptar', 'situación', 'pensamiento', 'sencillosbrsiempre', 'venir', 'ver', 'algubo', 'video', 'decepciono', 'decir', 'usuario', 'reconfortant', 'esperanzador', 'agregar', 'ayudar', 'dar', 'coherencia', 'situación', 'pasar', 'conaidero', 'buen', 'virtud', 'vide tú']|1
['excelente', 'vídeo', 'realmente', 'calado', 'hondo', 'inicié', 'terapia', '10', 'mes', 'entonces', 'vídeo', 'resultar', 'reconfortant', 'ayudar', 'ver', 'cosa', 'óptico', 'realmente', 'ser', 'fácil', 'proceso', 'pues', 'iniciar', 'parte', 'duelo', 'terminación', 'relación', 'tóxico', 'cierto', 'jaja', 'luego', 'dar yo', 'cuenta', 'ansiedadbrbrsi', 'bien', 'jugado', 'celeste', 'contado', 'alguno', 'momento', 'sentir', 'ahora', 'poder', 'evitar', 'llorar', 'gran', 'parte', 'vídeo', 'tocar', 'fibra', 'sensible', 'ser', 'responsable', 'hacer', 'asumir', 'consecuencia', 'realidad', 'resultar', 'complejo', 'parecer', 'proceso', 'tanto', 'extenso', 'vez', 'si', 'avanzar', 'si', 'mismo', 'persona', 'punto', '0', 'querer', 'cambiar', 'cosa', 'mejorbrbrgracia', 'haz', 'motiva', 'ver', 'dentro', 'medio', 'medio', 'tanto', 'genial', 'videojuego']|1
['gran', 'video']|1
['casualmente', 'volver', 'juego', 'adoro', 'psi', 'd']|1
['maravilloso', 'siempre']|1
['oir', 'psi', 'análisis', 'ori', 'and', 'the', 'will', 'of', 'the', 'wisps', 'juegazo', 'merecer', 'ser', 'analizar']|1
['juego', 'ir', 'subir', 'montaña', 'plataformero', 'quedar', 'ser', 'juego', 'combatir', 'ansiedad']|1
['locura', 'video', 'amigo', 'hiciste', 'justicia', 'hermoso', 'juego', 'felicitación']|1
['gustar', 'día', 'hablara', 'juego', 'sky', 'niño', 'luz', 'personar', 'asperger', 'juego', 'dar', 'tanto', 'calma', 'tanto', 'paz', 'historia', 'temporada', 'aunque', 'decir', 'tal', 'dar', 'sentimiento', 'sensación']|1
['ver', 'existir', 'juego', 'celestir', 'hacer', 'ver', 'cuanto', 'evolucionado', 'industria', 'videojuego', 'hoy', 'diir', 'solo', 'medio', 'entretenimiento', 'creador', 'aprovechar', 'oportunidad', 'proyectar', 'experiencia', 'vido', 'trasmitir', 'mensaje', 'fin', 'apoyar', 'aquel', 'araviesar', 'mismo', 'situación', 'brbrcelestir', 'aventura', 'único']|1
['video', 'precioso', 'narracion', 'magnifico', 'detalle', 'persón', 'poder', 'sentir', 'lucha', 'diar', 'dia', 'propio', 'ansiedad', 'malo', 'suerte', 'echo', 'tendencia', 'burlo', 'meme', 'avez', 'gente', 'poder', 'tomar', 'enserio', 'persona', 'sufrir', 'ansiedad', 'si', 'diar', 'dia', 'rutín', 'video', 'llego', 'momento', 'preciso', 'sentia', 'vacia', 'brbrespero', 'futuro', 'haga', 'analisis', 'juego', 'gris', 'joya', 'juego', 'tambien', 'abarca', 'incluso', 'tema', 'fuerte']|1
['gran', 'video', 'gran', 'trabajo', 'rifado', 'buen', 'psi']|1
['amar', 'canal', 'llevar', 'siguiendote', 'casi', 'año', 'subscribir yo', 'mejor', 'decisión', 'tomado', 'vídeo', 'reconfortant', 'esperanzadores', 'algun', 'modo', 'gracias', 'increíble', 'vídeo', 'increíble', 'juego']|1
['gracias', 'nuevo', 'video']|1
['gracias', 'video', '3']|1
['despues ', 'hacer yo', 'tatuaje', 'dle', 'juego', 'anunciar', 'edicion', 'coleccionista', 'físico', 'pueo', 'alegrar', 'tener', 'excusa', 'volver él', 'jugar', 'vez', 'mas', 'juego', 'favorito', 'historia']|1
['justo', 'hacer', 'par', 'día', 'pasar', 'maravilloso', 'juego']|1
['sufro', 'menciona', 'adriar', 'eh', 'salido', 'adelante', 'sentir', 'bien', 'vez', 'volver', 'poder', 'seguir', 'adelante']|1
['jugue', 'celestir', 'gracias', 'habiar', 'pedido', 'principio', 'tranquilo', 'mientras', 'mas', 'abanzar', 'llegar', 'frustrar yo', 'nivelessi', 'bien', 'lograr', 'superarlo', 'volverio', 'tocar', 'celestir', 'nunca', 'xd']|1
['juego', 'ayudar', 'superar', 'ansiedad', 'reemplazar', 'enojo', 'muer', 'jaajajar']|1
['aguar', 'ojo', 'ver', 'video', 'pensar', 'tanto', 'cosa', 'pasado']|1
['recolectar', 'todo', 'fresa', 'ahí', 'inducir', 'suicidio', 'jsja']|1
['volaste', 'video', 'cine']|1
['gracias', 'ocasión', 'vídeo', 'ayudar', 'seguir', 'adelante', 'perder']|1
['sufro', 'ataque', 'pánico', 'psicológico', 'alteración', 'nervioso', 'bajar', 'autoestima', 'fin', 'peor', 'brusismo', 'fracturar', '3', 'diente', 'miodesopsia', 'ojito', 'tocar', 'tomar', 'calmante', 'sedant', 'dormir', 'infierno', 'tener']|1
['encantar', '99', 'video', 'salvo', 'parte', 'final', 'quotsiempre', 'poder', 'lograrloquot', 'error', 'lección', 'poder', 'superarbrceleste', 'juego', 'favoritobrgracia', 'tanto', 'lindo', 'video']|1
['holar', 'primero', 'saludo', 'grandioso', 'contenido', 'vídeo', 'pierda', 'padezco', 'expresado', 'vídeo', 'menos', 'momento', 'vida', 'conocer', 'persona', 'si', 'menos', 'parte', 'considerar', 'dicho', 'poder', 'ayudar', 'mucho', 'persona', 'si', 'dar', 'oportunidad', 'celeste', 'poder', 'encontrar', 'ayuda', 'así', 'pequeño', 'pronto', 'ser', 'pequeño', 'empujoncito', 'inicial', 'comenzar', 'hacer', 'necesario', 'poder', 'seguir', 'adelante', 'buscar', 'ayuda', 'mientras', 'poder', 'aceptar', 'así', 'mismo']|1
['gran', 'video', 'nuevo']|1
['buen', 'video']|1
['siempre', 'hacer', 'querer', 'llorar']|1
['magnánimo']|1
['gana', 'vídeo', 'celestir', 'gracia']|1
['luego', 'quedar yo', 'calvo', 'tras', 'intentar', 'conseguir', 'fresa', 'dorado', 'cara', 'bbrbrbrquotsi', 'claro', 'campeónquot']|1
['wow', 'conocer', 'juego', 'amigo', 'saber', 'tratar', 'saber', 'mecánica', 'uno', 'entrevista', 'vi', 'desarrollador', 'saber', 'tomar', 'tanto', 'enserio', 'salud', 'mental', 'jugado', 'ahora', 'poner él', 'tope', 'prioridad']|1
['lt3']|1
['final', 'entender', 'superar', 'ansiedad']|1
['hermano', 'mucho', 'gracia', 'sufro', 'ansiedad', 'hoy', 'día', 'profesional', 'cargo', 'jefatura', 'vida', 'quotresueltaquot', 'vivo', 'angustiar', 'mucho', 'vez', 'hacer', 'mucho', 'vez', 'miedo', 'ser', 'necesario', 'esposa', 'familia', 'prácticamente', 'uña', 'nervio', 'luchar', 'diario', 'demonio', 'agotado', 'vez', 'celestir', 'backlog', 'dar', 'vuelta', 'gracias', 'video', 'primero', 'vez', 'ayuda', 'bajeza', 'mental', 'gracias', 'verdad']|1
['amar', 'juego', 'dedicar', 'tiempo', 'pasar yo', 'nivel', 'c', 'platinar él', 'dificil', 'valio', 'pena']|1
['celestir', 'realmente', 'magico', 'si', 'frustración', 'cierras', 'juego', 'aún', 'así', 'querer', 'continuar', 'piensa', 'poder', 'pasar', 'fase', 'aún', 'si', 'dejar él', 'día', 'juego', 'seguir', 'allí', 'esperandote', 'tí']|1
['gran', 'análisis']|1
['siempre', 'reconfortar', 'volver', 'celeste', 'mágico', 'único']|1
['venir', 'mejor', 'depresion', 'ansiedadun', 'juegazo']|1
['video', 'llegar', 'momento', 'preciso', 'hoy', 'sentir', 'vacío', 'deber', 'dar yo', 'contar', 'capacidad', 'construido', 'fallaré', 'seguir', 'adelante']|1
['buen', 'video', 'bro']|1
['últimamente', 'gente', 'tiro', 'odio', 'celestar', 'omori', 'ddlc', 'según', 'originalidad', 'igualesbrpuedo', 'notar', 'gracia', 'canal', 'juego', 'demasiado', 'distinto', 'similar', 'persona', 'desconocer', 'matemático', 'ver', 'informático', 'ingeniería', 'ciencia', 'mismo', 'lograr', 'diferenciar', 'cada', 'mensaje', 'obrabrbrlo', 'llamar', 'quotpretensioso', 'edgysquot', 'solo', 'opinión', 'sacada', 'internetbr él', 'debo', 'canal', 'aprender', 'tantobrbrpero', 'celeste', 'ddlc', 'omori', 'experiencia', 'visto', 'vivido', 'vuelto', 'parte', 'crecimiento', 'aprecio', 'vídeo']|1
['luego', 'gris', 'quisar', 'venir', 'bien', 'saludo', 'chico']|1
['wuao', 'sorpresa', 'lunes', 'video', 'adrián', 'ver él', 'entonces']|1
[]|1
['amar', 'juego']|1
['amar', 'canal']|1
['tema', 'sugeriría', 'video', 'short', 'hike', 'juego', 'igual', 'celeste', 'cambiar', 'verdad', 'si', 'lees', 'pón', 'atencion ', 'adecuadamente']|1
['primero', 'comentarioooo']|1
['siempre', 'pendiente', 'video', 'bro', 'buenisimo']|1
['si', 'gustar', 'contenido', 'considerar', 'apoyar', 'canal', 'patreon', 'hrefhttpswwwpatreoncomadrianpsihttpswwwpatreoncomadrianpsia', 'aportación', 'permitir', 'seguir', 'continuar']|1
